rank,user,pagerank,betweenness,norm_indegree,in_degree,out_degree,composite,core_number,mean_sentiment,n_posts
430,hesreallyhim,0.0010557254599360588,0.00017963918187184028,0.043478260869565216,1,3,0.01351966019940554,3,0.2919615384615385,13
431,darfaz,0.0009177920119273284,0.00035143697088419547,0.043478260869565216,1,4,0.013516026156905754,2,0.6962333333333333,9
432,mathis-lambert,0.0011579896491432928,0.0,0.043478260869565216,1,0,0.013506674120526882,1,0.19663333333333335,3
433,andrasfe,0.000856932824447032,0.00039919818193742283,0.043478260869565216,1,9,0.013506010845229604,2,0.09933703703703704,27
434,NIK-TIGER-BILL,0.000877486927874014,0.00035500124036577955,0.043478260869565216,1,4,0.013500973404128903,3,0.49795999999999996,5
435,chetanph,0.0011373786917286042,0.0,0.043478260869565216,1,0,0.013498429737561006,1,-0.009133333333333327,3
437,LLLzxx,0.0011193441039907515,1.425707792633653e-06,0.043478260869565216,1,1,0.013491643614803655,2,-0.01988000000000001,5
440,Mark531,0.0010892864577609972,0.0,0.043478260869565216,1,0,0.013479192843973963,1,0.17762499999999998,4
443,wachawo,0.0010892864577609972,0.0,0.043478260869565216,1,0,0.013479192843973963,1,0.32776666666666665,3
446,dubbl-d,0.0010814775185237567,0.0,0.043478260869565216,1,0,0.013476069268279068,1,0.3910666666666667,3
447,le-codeur-rapide,0.0010549348620698495,1.425707792633653e-06,0.043478260869565216,1,1,0.013465879918035294,2,-0.06736666666666669,6
451,Surajdutaa2003,0.0010549348620698495,0.0,0.043478260869565216,1,0,0.013465452205697503,1,0.47833333333333333,3
452,LIN-Yu-Ting,0.0009867587359316937,7.057253573536582e-05,0.043478260869565216,1,1,0.013459353515962853,2,-0.222675,4
456,Hybirdss,0.0009931019898257838,0.0,0.043478260869565216,1,0,0.013440719056799878,1,0.27403333333333335,3
461,sinanuozdemir,0.0009867587359316937,0.0,0.043478260869565216,1,0,0.013438181755242242,1,0.9400666666666666,3
462,jliounis,0.0009177920119273284,9.124529872855379e-05,0.043478260869565216,1,1,0.013437968655259062,2,0.8678833333333333,6
463,KrisTC,0.0009753392765134549,0.0,0.043478260869565216,1,0,0.013433613971474946,1,0.6549999999999999,3
466,prasannguruprasad,0.0009651514032233599,0.0,0.043478260869565216,1,0,0.013429538822158908,1,-0.05133333333333337,3
468,injeniero,0.0008804537850705862,9.884907362259995e-05,0.043478260869565216,1,2,0.01342531449698458,2,-0.2531666666666667,6
469,ahmed33033,0.0008650403609711007,0.00011762089289227637,0.043478260869565216,1,2,0.013424780673125688,2,0.017079999999999994,5
470,781574155,0.0008804537850705862,9.682932091636895e-05,0.043478260869565216,1,1,0.01342470857117271,2,0.22383333333333333,3
472,mattf,0.0008720977387869707,0.00010609642156848767,0.043478260869565216,1,2,0.013424146282854899,2,-0.09165,6
473,Arslan-Mehmood1,0.0008720977387869707,9.124529872855379e-05,0.043478260869565216,1,1,0.013419690946002918,2,0.17623333333333333,3
474,zhangzhefang-github,0.0008720977387869707,9.124529872855379e-05,0.043478260869565216,1,1,0.013419690946002918,2,0.4092571428571428,7
475,axiangcoding,0.0008720977387869707,9.124529872855379e-05,0.043478260869565216,1,1,0.013419690946002918,2,0.08849999999999998,5
478,Smpests,0.0009389982266122261,0.0,0.043478260869565216,1,0,0.013419077551514455,1,-0.20406666666666665,3
479,bitsydarel,0.0009336939361010929,0.0,0.043478260869565216,1,0,0.013416955835310001,1,0.4782333333333333,3
480,daniau23,0.0008650403609711007,9.124529872855379e-05,0.043478260869565216,1,1,0.01341686799487657,2,0.05505999999999998,10
482,joy7758,0.0009209636388743734,2.851415585267306e-06,0.043478260869565216,1,2,0.013412719141094894,3,0.5497909090909091,11
485,aldensiol,0.0009186426405149856,0.0,0.043478260869565216,1,0,0.013410935317075559,1,-0.2013666666666667,3
490,amelvil2-ford,0.0009177920119273284,0.0,0.043478260869565216,1,0,0.013410595065640496,1,0.85105,4
491,Kavirubc,0.0009177920119273284,0.0,0.043478260869565216,1,0,0.013410595065640496,1,0.46593999999999997,5
493,sankantsu,0.0009177920119273284,0.0,0.043478260869565216,1,0,0.013410595065640496,1,-0.290675,4
494,xiaohui-hiwintech,0.0009177920119273284,0.0,0.043478260869565216,1,1,0.013410595065640496,2,0.4808333333333334,6
495,csnarain,0.0009177920119273284,0.0,0.043478260869565216,1,0,0.013410595065640496,1,-0.2707,3
502,jerschi,0.0009120822822182091,0.0,0.043478260869565216,1,0,0.013408311173756848,1,-0.011833333333333343,3
511,stzonis,0.0009055780435914445,0.0,0.043478260869565216,1,0,0.013405709478306143,1,0.6523500000000001,6
512,HelloWorldLTY,0.0008650403609711007,5.275118832744516e-05,0.043478260869565216,1,1,0.013405319761756239,2,-0.25402499999999995,4
514,ejstembler,0.0008650403609711007,4.562264936427689e-05,0.043478260869565216,1,1,0.013403181200067288,2,-0.13396666666666668,3
